"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","is_filled"
"CP0040",252.908286219528,252.908264160156,252.908309936523,23.9813957214355,22.8046779632568,25.6732368469238,34851.564022691,34849.2648513758,19181.90234375,19181,1,0
"CP0041",270.929173601987,270.928985595703,270.929443359375,23.9813957214355,22.2437877655029,25.6732368469238,77932.9595951766,77930.0961991507,43339.37109375,43338,1,0
"CP0043",279.906357284065,279.906066894531,279.906555175781,23.9813957214355,22.8046779632568,25.6732368469238,35957.2448261013,35954.9456547861,18817.72265625,18817,1,0
"CP0044",291.911119651187,291.911071777344,291.911407470703,23.9813957214355,22.2437877655029,25.6732368469238,127110.464255516,127107.600859491,90629.671875,90629,1,0
"CP0045",293.910244566816,293.909942626953,293.910400390625,23.9813957214355,22.2437877655029,25.6732368469238,76882.5574370297,76879.6940410039,40708.2421875,40707,1,0
"CP0046",295.950386163183,295.950347900391,295.950469970703,23.9813957214355,22.2437877655029,25.6732368469238,350014.542842492,350011.679446466,252367.96875,252367,1,0
"CP0049",328.897937249362,328.897491455078,328.898590087891,23.9813957214355,22.2437877655029,25.6732368469238,29139.6941593969,29136.830763371,13529.6416015625,13529,1,0
"CP0050",354.926356656044,354.926300048828,354.926574707031,23.9813957214355,22.2437877655029,25.6732368469238,1123034.70828809,1123031.84489206,1027465.3125,1027464,1,0
"CP0053",454.851425452113,454.851257324219,454.851776123047,23.9813957214355,22.2437877655029,25.6732368469238,126648.97709356,126646.113697535,88061.7890625,88061,1,0
"CP0055",464.884480401418,464.882049560547,464.885314941406,24.5432071685791,22.8046779632568,25.6732368469238,57238.5878216189,57236.2886503036,38518.40234375,38517,1,0
"CP0056",182.966945209014,182.966659545898,182.967056274414,23.9813957214355,22.2437877655029,26.2336883544922,231882.471797103,231879.045434718,162081.484375,162080,1,0
"CP0057",239.960502916823,239.960296630859,239.960556030273,23.9813957214355,22.2437877655029,26.2336883544922,276979.579841301,276976.153478916,193885.859375,193885,1,0
"CP0059",298.93639048774,298.936157226562,298.936584472656,23.9813957214355,22.2437877655029,26.2336883544922,1085697.60420217,1085694.17783978,929133.6875,929133,1,0
"CP0060",326.931385001613,326.931274414062,326.931518554688,23.9813957214355,22.2437877655029,26.2336883544922,1599875.96157275,1599446.24226315,1383867.75,1266,1,0
"CP0061",335.885182397503,335.884094238281,335.885894775391,25.1053199768066,23.4071750640869,26.2336883544922,40424.1966617585,40421.9314134513,22291.857421875,22291,1,0
"CP0064",437.881031183254,437.880920410156,437.881164550781,25.1053199768066,23.4071750640869,26.2336883544922,87642.1627893659,87639.8975410587,55002.72265625,55002,1,0
"CP0069",353.938204514004,353.937927246094,353.938781738281,25.1053199768066,23.4071750640869,26.7963485717773,329071.425761627,329068.596538014,248379.515625,248379,1,0
"CP0070",354.941846339154,354.941619873047,354.942199707031,25.1053199768066,23.9813957214355,26.7963485717773,86040.7171912199,86038.4614193415,60732.90234375,60732,1,0
"CP0071",381.933750549072,381.933258056641,381.93505859375,25.1053199768066,23.4071750640869,26.7963485717773,129979.896717927,129977.067494314,85757.71875,85757,1,0
"CP0075",424.905498837359,424.905029296875,424.905883789062,25.1053199768066,23.4071750640869,26.7963485717773,115794.263459655,115791.434236042,63198.671875,63198,1,0
"CP0084",512.839834778823,512.835998535156,512.843566894531,25.1053199768066,23.4071750640869,26.7963485717773,74333.6463913083,74330.8171676949,55946.48046875,55945,1,0
"CP0086",566.844247575032,566.843322753906,566.846923828125,25.6732368469238,23.4071750640869,26.7963485717773,106188.475158868,106185.645935255,64048.5390625,64048,1,0
"CP0092",161.98344513811,161.983413696289,161.983535766602,25.6732368469238,23.9813957214355,27.3621444702148,77923.843343361,77921.0214144268,41121.7890625,41121,1,0
"CP0093",163.98612049831,163.986022949219,163.986282348633,25.1053199768066,22.2437877655029,27.3621444702148,71024.0088554738,71019.4510504888,35251.98828125,35251,1,0
"CP0094",181.985296826738,181.984924316406,181.985565185547,25.1053199768066,22.2437877655029,27.3621444702148,88279.6183144263,88275.0605094414,38629.8515625,38629,1,0
"CP0095",202.975485247173,202.975296020508,202.975708007812,25.1053199768066,22.2437877655029,27.3621444702148,77297.1224930137,77292.5646880288,41458.76171875,41458,1,0
"CP0097",212.957827498665,212.957672119141,212.958023071289,25.1053199768066,22.8046779632568,27.9404811859131,177077.334692451,177072.761777265,84109.3984375,84108,1,0
"CP0099",218.958030697222,218.957672119141,218.958358764648,25.1053199768066,23.4071750640869,27.3621444702148,241874.807639165,241871.411923557,141873.75,141873,1,0
"CP0100",230.908923763905,230.908767700195,230.909240722656,25.6732368469238,23.4071750640869,27.9404811859131,211665.883717622,211661.910536634,107535.78125,107535,1,0
"CP0103",238.964168893097,238.963424682617,238.966171264648,25.6732368469238,23.9813957214355,27.9404811859131,423711.869830946,423708.470895417,231546.203125,231545,1,0
"CP0104",240.952794954759,240.952651977539,240.952911376953,25.6732368469238,22.2437877655029,27.3621444702148,302177.754962673,302173.197157688,152067.765625,152067,1,0
"CP0105",241.913663056916,241.91357421875,241.913711547852,13.7969198226929,10.4420051574707,17.758903503418,378442.885301609,378435.539954152,97379.546875,97379,1,0
"CP0106",241.913772662239,241.913589477539,241.913879394531,24.5432071685791,22.8046779632568,27.3621444702148,173527.882131432,173523.316711911,58644.48046875,58643,1,0
"CP0114",264.927697588121,264.927459716797,264.929275512695,26.2336883544922,23.9813957214355,27.9404811859131,338912.799307704,337739.362767447,156420.09375,198,1,0
"CP0115",264.928075737941,264.927459716797,264.931427001953,25.6732368469238,21.683464050293,27.9404811859131,393291.393126679,389181.856037067,156420.09375,118,1,0
"CP0116",265.964438697704,265.963775634766,265.965515136719,25.6732368469238,23.4071750640869,27.9404811859131,793631.593922912,793424.499968641,472674.66796875,1452,1,0
"CP0118",266.960746536013,266.960418701172,266.961273193359,25.6732368469238,23.9813957214355,27.3621444702148,813661.32898748,813658.507058546,398232.875,398232,1,0
"CP0120",268.947828859259,268.947723388672,268.947937011719,25.6732368469238,22.2437877655029,27.9404811859131,139733.0216488,139727.885672196,45840.1484375,45839,1,0
"CP0128",281.944292520337,281.944091796875,281.944549560547,25.6732368469238,23.9813957214355,27.3621444702148,154871.805238528,154868.983309594,79250.125,79249,1,0
"CP0129",282.945202048361,282.945068359375,282.945495605469,25.6732368469238,23.9813957214355,27.3621444702148,81138.0617362644,81135.2398073302,55302.9765625,55302,1,0
"CP0134",296.877141961666,296.872985839844,296.877532958984,25.6732368469238,22.2437877655029,27.3621444702148,236663.8360655,235514.234578669,121070.8828125,123,1,0
"CP0135",297.8781954487,297.877960205078,297.878570556641,25.6732368469238,23.9813957214355,27.3621444702148,53088.6040141997,53085.7820852655,32478.46484375,32477,1,0
"CP0138",304.94331404773,304.943206787109,304.943450927734,25.6732368469238,23.9813957214355,27.3621444702148,436529.544087109,436526.722158175,272337.4375,272336,1,0
"CP0141",309.939277159091,309.938903808594,309.939483642578,25.6732368469238,23.9813957214355,27.3621444702148,82796.5600774293,82793.7381484951,56634.03125,56633,1,0
"CP0142",320.920836257702,320.920623779297,320.921081542969,25.6732368469238,23.9813957214355,27.3621444702148,68866.8216433545,68863.9997144203,37532.125,37531,1,0
"CP0143",323.900416621619,323.900024414062,323.900482177734,23.9813957214355,21.1199398040771,27.9404811859131,1136985.25696415,1115344.78584078,568930,117,1,0
"CP0144",324.94270232633,324.942626953125,324.942810058594,25.1053199768066,22.2437877655029,27.3621444702148,1389432.95479752,1383074.72003473,801721.625,232,1,0
"CP0146",333.938922003745,333.938690185547,333.939208984375,25.6732368469238,23.4071750640869,27.3621444702148,1639707.07884199,1639399.56811356,1132308.5,1434,1,0
"CP0147",335.935936225543,335.93505859375,335.936798095703,25.6732368469238,23.9813957214355,27.3621444702148,235968.56870623,235965.746777296,179158.53125,179158,1,0
"CP0148",336.879775578987,336.879699707031,336.879852294922,26.2336883544922,23.9813957214355,27.9404811859131,312400.738443259,312397.33950773,208489.65625,208489,1,0
"CP0149",336.893292625947,336.893127441406,336.893615722656,25.6732368469238,23.4071750640869,27.3621444702148,195153.792459797,195150.396744189,134169.65625,134169,1,0
"CP0152",344.901520666295,344.901428222656,344.901702880859,26.2336883544922,23.9813957214355,27.9404811859131,189827.117728539,189823.71879301,128820.796875,128820,1,0
"CP0153",349.916640335785,349.915924072266,349.917083740234,25.6732368469238,23.9813957214355,27.3621444702148,277747.294920653,277744.472991718,154429.71875,154429,1,0
"CP0155",350.912701755226,350.912414550781,350.913665771484,25.6732368469238,22.2437877655029,27.9404811859131,536514.150870078,536509.014893474,277737.3125,277736,1,0
"CP0158",352.937683960827,352.937591552734,352.937744140625,25.1053199768066,23.4071750640869,27.3621444702148,3070566.3851296,3070562.98941399,1958099.375,1958098,1,0
"CP0159",356.892606564386,356.892333984375,356.892730712891,24.5432071685791,22.2437877655029,27.3621444702148,297782.672573327,297778.114768342,129127.59375,129127,1,0
"CP0162",361.890712998032,361.890014648438,361.891571044922,26.2336883544922,24.5432071685791,27.3621444702148,58575.3931561987,58573.1343962763,38726.26953125,38725,1,0
"CP0163",361.9340145548,361.933807373047,361.934204101562,25.6732368469238,23.9813957214355,27.3621444702148,883886.29156454,883883.469635606,567441.75,567441,1,0
"CP0164",362.892956272838,362.892730712891,362.893371582031,25.6732368469238,23.9813957214355,27.3621444702148,129558.923021248,129556.101092314,75033.6171875,75033,1,0
"CP0166",363.932426750657,363.931457519531,363.937927246094,25.6732368469238,22.2437877655029,27.3621444702148,157011.067536393,157006.509731408,103570.484375,103569,1,0
"CP0167",364.888285704831,364.888214111328,364.888366699219,25.6732368469238,23.4071750640869,27.3621444702148,1840801.59976293,1840798.20404732,1238241.25,1238240,1,0
"CP0168",367.886545907737,367.886322021484,367.886749267578,25.6732368469238,23.9813957214355,27.3621444702148,177598.289276859,177595.467347925,109338.0703125,109337,1,0
"CP0169",368.915231927267,368.914916992188,368.915588378906,25.1053199768066,22.8046779632568,27.3621444702148,884567.907661418,884563.912919337,455991.96875,455991,1,0
"CP0170",370.910717951387,370.910308837891,370.911010742188,25.6732368469238,23.9813957214355,27.3621444702148,80727.6650839525,80724.8431550183,45523.36328125,45522,1,0
"CP0172",377.911734930922,377.911346435547,377.912536621094,25.6732368469238,23.4071750640869,27.3621444702148,386127.789513931,386124.393798323,204530.625,204530,1,0
"CP0173",378.883765023823,378.883636474609,378.883941650391,25.6732368469238,23.4071750640869,27.3621444702148,566880.387729647,566876.992014039,320778.5,320778,1,0
"CP0174",378.90834251149,378.908172607422,378.908569335938,25.6732368469238,22.2437877655029,27.3621444702148,423452.982248887,423448.424443902,247595,247594,1,0
"CP0176",380.865974084698,380.865783691406,380.8662109375,25.6732368469238,23.9813957214355,27.9404811859131,555730.042276634,555359.273152202,337637.59375,355,1,0
"CP0178",380.932602452822,380.932281494141,380.932708740234,25.1053199768066,23.4071750640869,27.3621444702148,1053638.48102356,1053635.08530795,735865.75,735865,1,0
"CP0181",384.878812539538,384.878662109375,384.879119873047,26.2336883544922,23.9813957214355,27.9404811859131,454136.60559325,454133.206657721,285552.84375,285552,1,0
"CP0182",384.887632572031,384.887115478516,384.887756347656,24.5432071685791,22.2437877655029,27.3621444702148,631401.150266968,631396.592461984,284951.25,284950,1,0
"CP0183",387.940406870365,387.940277099609,387.940551757812,25.6732368469238,23.9813957214355,27.3621444702148,2683182.4311729,2683179.60924396,1928754,1928753,1,0
"CP0184",388.880476482572,388.880233764648,388.883758544922,25.6732368469238,22.2437877655029,27.3621444702148,608108.69402768,608104.136222696,404563.13671875,404562,1,0
"CP0186",389.937995423417,389.937927246094,389.938568115234,26.2336883544922,23.9813957214355,27.3621444702148,701547.128608745,701544.306679811,514898.46875,514897,1,0
"CP0187",390.887707665314,390.887512207031,390.88818359375,25.6732368469238,23.4071750640869,27.3621444702148,149894.675959235,149891.280243627,81213.4140625,81212,1,0
"CP0189",390.93458640914,390.934448242188,390.934783935547,26.2336883544922,23.9813957214355,27.3621444702148,385647.358906972,385644.536978038,240260.6875,240260,1,0
"CP0191",392.917664360425,392.917633056641,392.917877197266,25.1053199768066,23.4071750640869,27.3621444702148,430955.302215157,430951.90649955,269888.59375,269888,1,0
"CP0192",394.882298919038,394.880767822266,394.883682250977,25.6732368469238,23.4071750640869,27.3621444702148,135033.086182605,135029.690466998,69812.75,69812,1,0
"CP0193",394.918853447225,394.91780090332,394.921447753906,25.6732368469238,22.2437877655029,27.3621444702148,1272191.25306262,1272186.69525763,923339.9375,923339,1,0
"CP0194",395.881398828037,395.880981445312,395.881774902344,25.6732368469238,23.9813957214355,27.3621444702148,117409.716473476,117406.894544542,83850.203125,83849,1,0
"CP0195",395.922805948568,395.922149658203,395.923980712891,25.6732368469238,23.9813957214355,27.3621444702148,162371.113348328,162368.291419394,126489.9375,126489,1,0
"CP0196",396.910245368529,396.910003662109,396.910400390625,25.1053199768066,23.4071750640869,27.3621444702148,742073.904912729,742070.509197121,350360.3125,350359,1,0
"CP0197",396.918299839279,396.918121337891,396.918762207031,26.2336883544922,23.9813957214355,27.3621444702148,221380.046553202,221377.224624268,157389.875,157389,1,0
"CP0201",405.864171315479,405.861572265625,405.864562988281,25.6732368469238,22.2437877655029,27.3621444702148,378536.040844498,378531.483039513,207579.359375,207578,1,0
"CP0202",405.915729858506,405.915649414062,405.916076660156,26.2336883544922,23.9813957214355,27.3621444702148,432398.394451678,432395.572522744,268420.96875,268420,1,0
"CP0204",406.91085883018,406.91064453125,406.911193847656,26.2336883544922,23.9813957214355,27.3621444702148,372969.842067763,372967.020138829,252073.796875,252073,1,0
"CP0206",408.860640197039,408.860504150391,408.861022949219,25.6732368469238,23.9813957214355,27.3621444702148,397356.39083828,397353.568909346,248902.3125,248901,1,0
"CP0207",409.886081190945,409.885040283203,409.886596679688,25.1053199768066,23.4071750640869,27.9404811859131,107156.064340066,107152.091159078,50930.4921875,50929,1,0
"CP0208",410.898984213193,410.898864746094,410.899322509766,25.6732368469238,23.9813957214355,27.3621444702148,478618.742009357,478615.920080422,379253.4375,379252,1,0
"CP0209",412.892391055519,412.891647338867,412.894805908203,26.2336883544922,25.1053199768066,27.9404811859131,76083.8567251794,76081.5851707482,51062.748046875,51062,1,0
"CP0211",416.90332993864,416.902984619141,416.903778076172,26.2336883544922,23.9813957214355,27.3621444702148,108369.669337398,108366.847408464,70513.6953125,70513,1,0
"CP0213",418.923805459577,418.923675537109,418.924072265625,25.6732368469238,23.9813957214355,27.3621444702148,421494.529393521,421491.707464587,328474.78125,328474,1,0
"CP0214",419.893832356917,419.890502929688,419.894271850586,26.2336883544922,23.9813957214355,27.9404811859131,869611.424030388,869608.025094859,540211.65625,540211,1,0
"CP0216",419.924572142265,419.924102783203,419.925018310547,25.6732368469238,23.9813957214355,27.3621444702148,156160.842533983,156158.020605049,99389.34375,99388,1,0
"CP0217",420.889493682721,420.888824462891,420.890090942383,26.2336883544922,23.9813957214355,27.9404811859131,861401.405348923,861398.006413393,560223.921875,560223,1,0
"CP0219",420.922425340582,420.920928955078,420.924987792969,25.6732368469238,23.4071750640869,27.9404811859131,228133.135848654,228129.162667666,146807.015625,146806,1,0
"CP0220",421.836616270232,421.836395263672,421.836883544922,26.2336883544922,23.9813957214355,27.3621444702148,107423.84253467,107421.020605736,62068.76171875,62068,1,0
"CP0221",421.887704325502,421.887573242188,421.887908935547,26.2336883544922,23.9813957214355,27.3621444702148,335213.676340604,335210.854411669,225400.515625,225400,1,0
"CP0222",421.913448318622,421.913177490234,421.914398193359,25.1053199768066,23.9813957214355,27.3621444702148,249140.312777627,249137.490848693,150906.78125,150906,1,0
"CP0223",422.887386424525,422.886993408203,422.887908935547,26.2336883544922,23.9813957214355,27.3621444702148,301079.529153345,301076.707224411,179734.234375,179733,1,0
"CP0224",422.912594302698,422.910064697266,422.914855957031,25.6732368469238,22.2437877655029,27.3621444702148,540958.800770893,540954.242965908,327980.6015625,327980,1,0
"CP0226",423.916340375762,423.912353515625,423.918609619141,25.6732368469238,23.9813957214355,27.3621444702148,72424.6418511605,72421.8199222262,41845.6796875,41845,1,0
"CP0228",424.867686198045,424.867218017578,424.867828369141,25.1053199768066,23.4071750640869,27.3621444702148,194887.138420086,194883.742704478,96999.859375,96999,1,0
"CP0231",428.902417182927,428.902191162109,428.902923583984,25.6732368469238,23.9813957214355,27.3621444702148,78918.3109414609,78915.4890125267,56191.21875,56190,1,0
"CP0232",432.871785408823,432.871063232422,432.874786376953,26.2336883544922,23.9813957214355,27.3621444702148,168606.461851445,168603.63992251,122713.6484375,122713,1,0
"CP0233",434.901445537606,434.901092529297,434.901611328125,25.6732368469238,23.9813957214355,27.3621444702148,227959.467008991,227956.645080057,143716,143715,1,0
"CP0236",436.864501022922,436.864318847656,436.867004394531,26.2336883544922,23.9813957214355,27.3621444702148,390648.054527471,390645.232598536,258210.625,258210,1,0
"CP0237",436.890261646544,436.888671875,436.890502929688,25.1053199768066,23.4071750640869,27.3621444702148,236753.570530713,236750.174815106,146077.28125,146076,1,0
"CP0238",436.898372520812,436.897613525391,436.902984619141,25.6732368469238,23.4071750640869,27.9404811859131,102823.677415408,102819.70423442,71334.9375,71334,1,0
"CP0240",437.865184588335,437.865081787109,437.865570068359,26.2336883544922,23.9813957214355,27.3621444702148,287704.331722004,287701.50979307,187405.203125,187404,1,0
"CP0241",446.858904091712,446.858734130859,446.859039306641,25.6732368469238,23.9813957214355,27.3621444702148,175986.886284048,175984.064355113,107044.3671875,107043,1,0
"CP0242",446.918907221084,446.918762207031,446.919097900391,25.6732368469238,23.9813957214355,27.3621444702148,1113001.78821701,1112998.96628808,819974.9375,819974,1,0
"CP0243",447.919810741468,447.919616699219,447.920318603516,25.6732368469238,23.9813957214355,27.3621444702148,403206.807290768,403203.985361834,275196.78125,275196,1,0
"CP0244",449.865936790133,449.865447998047,449.866607666016,25.6732368469238,23.9813957214355,27.3621444702148,86671.5810810212,86668.759152087,35351,35350,1,0
"CP0245",449.917614735971,449.916809082031,449.918090820312,25.6732368469238,23.9813957214355,27.3621444702148,104365.984909147,104363.162980213,52258.0078125,52257,1,0
"CP0247",450.872769813309,450.867431640625,450.873657226562,25.6732368469238,23.9813957214355,27.3621444702148,218850.697084837,218847.875155903,202430.125,202429,1,0
"CP0248",452.87180360718,452.870483398438,452.873596191406,25.6732368469238,23.9813957214355,27.3621444702148,55272.6670532505,55269.2807385295,36057.0234375,36056,1,0
"CP0249",454.901112007161,454.900848388672,454.902404785156,25.6732368469238,23.9813957214355,27.3621444702148,231872.074783207,231869.252854273,172570.90625,172570,1,0
"CP0252",459.870369991985,459.870178222656,459.870697021484,26.2336883544922,23.9813957214355,27.3621444702148,339681.087468759,339678.265539825,246675.84375,246675,1,0
"CP0255",462.89641711163,462.89404296875,462.896545410156,25.6732368469238,23.4071750640869,27.3621444702148,1516793.49013008,1516790.09441447,1042817.125,1042816,1,0
"CP0256",463.897575025962,463.897491455078,463.897796630859,25.6732368469238,23.9813957214355,27.3621444702148,423276.061631585,423273.239702651,290943.1875,290942,1,0
"CP0257",464.893319059032,464.892852783203,464.894348144531,25.6732368469238,23.9813957214355,27.3621444702148,467811.316372525,467808.494443591,343452.875,343452,1,0
"CP0258",465.843014276013,465.841888427734,465.843719482422,25.6732368469238,23.9813957214355,27.3621444702148,45440.5124571338,45437.6905281996,23717.76953125,23717,1,0
"CP0259",465.894625317693,465.893859863281,465.895324707031,26.2336883544922,24.5432071685791,27.3621444702148,63668.5521218709,63666.2933619485,49036.01171875,49035,1,0
"CP0262",472.92503624445,472.924865722656,472.925354003906,25.6732368469238,23.9813957214355,27.3621444702148,544556.78667845,544553.964749516,436693.34375,436692,1,0
"CP0265",474.913831821915,474.91357421875,474.914215087891,25.6732368469238,23.9813957214355,27.3621444702148,483985.418112827,483982.596183893,333172.15625,333171,1,0
"CP0267",475.914943048496,475.914520263672,475.91552734375,25.6732368469238,23.9813957214355,27.3621444702148,191629.830450709,191627.008521775,143661.875,143661,1,0
"CP0269",476.845024841119,476.844268798828,476.850891113281,25.6732368469238,23.9813957214355,27.3621444702148,90137.5160860133,90134.6941570791,78036.6015625,78036,1,0
"CP0270",478.808341370976,478.807952880859,478.808715820312,25.6732368469238,23.9813957214355,27.3621444702148,60613.9642601057,60611.1423311715,35592.7890625,35592,1,0
"CP0271",478.872547299472,478.870986938477,478.875122070312,25.6732368469238,23.9813957214355,27.3621444702148,516583.296165147,516580.474236212,293195.75,293195,1,0
"CP0272",478.872690186188,478.870986938477,478.875122070312,25.6732368469238,23.9813957214355,27.3621444702148,493964.378325744,493961.55639681,293195.75,293195,1,0
"CP0274",488.903138107467,488.900390625,488.905975341797,25.6732368469238,22.8046779632568,27.3621444702148,507705.605527909,507701.610785828,317308.15625,317307,1,0
"CP0277",490.891233596444,490.888854980469,490.891479492188,25.6732368469238,23.4071750640869,27.3621444702148,728577.206554529,728573.810838921,496753.1875,496752,1,0
"CP0280",491.892176519603,491.891784667969,491.892852783203,25.6732368469238,23.9813957214355,27.3621444702148,189538.992755137,189536.170826203,126405.375,126404,1,0
"CP0281",492.864174854253,492.86376953125,492.864562988281,25.6732368469238,23.9813957214355,27.3621444702148,338687.196381922,338684.374452988,250710.515625,250710,1,0
"CP0282",492.888117144447,492.887390136719,492.889129638672,25.6732368469238,23.9813957214355,27.3621444702148,183017.826943626,183015.005014692,144760.078125,144759,1,0
"CP0283",494.845323195388,494.845031738281,494.845916748047,25.6732368469238,23.9813957214355,27.3621444702148,313839.013107249,313836.191178315,216872.734375,216872,1,0
"CP0284",496.844366064811,496.842468261719,496.846374511719,25.6732368469238,23.9813957214355,27.3621444702148,71468.2452159835,71465.4232870493,58739.984375,58739,1,0
"CP0285",497.860430585189,497.860015869141,497.861511230469,26.2336883544922,23.9813957214355,27.3621444702148,131559.466707138,131556.644778203,84616.9375,84616,1,0
"CP0287",499.860381463826,499.860076904297,499.860748291016,26.2336883544922,23.9813957214355,27.3621444702148,300584.496128169,300581.674199235,214271.765625,214271,1,0
"CP0289",501.921035090126,501.9208984375,501.921447753906,25.6732368469238,23.9813957214355,27.3621444702148,394105.985064902,394103.163135968,291036.4375,291035,1,0
"CP0290",502.917105794804,502.9169921875,502.917663574219,25.6732368469238,23.9813957214355,27.3621444702148,440879.75036532,440876.928436386,347521.96875,347521,1,0
"CP0296",506.868704896112,506.864593505859,506.870208740234,25.6732368469238,23.9813957214355,27.3621444702148,384957.955054451,384955.133125517,224145.59375,224145,1,0
"CP0297",508.841884349355,508.841400146484,508.842346191406,25.6732368469238,23.9813957214355,27.3621444702148,142378.469968811,142375.648039877,95089.1015625,95088,1,0
"CP0298",508.865294973894,508.861755371094,508.866302490234,25.6732368469238,23.9813957214355,27.3621444702148,73778.1365229679,73775.3145940337,39584.484375,39583,1,0
"CP0303",516.837647764572,516.837585449219,516.837829589844,26.2336883544922,23.9813957214355,27.3621444702148,1104480.50752053,1104477.68559159,696733.4375,696732,1,0
"CP0305",517.898915151668,517.898742675781,517.8994140625,26.2336883544922,23.9813957214355,27.3621444702148,994516.018432071,994513.196503137,697889.8125,697889,1,0
"CP0306",518.894544074304,518.894226074219,518.895690917969,26.2336883544922,23.9813957214355,27.3621444702148,894603.619403935,894600.797475,588510.8125,588510,1,0
"CP0310",522.876232444849,522.873229980469,522.876770019531,25.6732368469238,23.4071750640869,27.3621444702148,167169.326795538,167165.93107993,104480.4375,104479,1,0
"CP0312",532.809750014988,532.808532714844,532.811096191406,26.2336883544922,23.9813957214355,27.3621444702148,383027.12017829,383024.298249356,276806.46875,276805,1,0
"CP0313",532.875576468982,532.875366210938,532.876159667969,26.2336883544922,23.9813957214355,27.3621444702148,1472308.89097167,1472306.06904274,914072.375,914071,1,0
"CP0314",532.904237392617,532.903747558594,532.904846191406,25.6732368469238,23.9813957214355,27.3621444702148,139602.787599652,139599.965670718,104197.9375,104197,1,0
"CP0321",548.848764405977,548.846557617188,548.851196289062,26.2336883544922,23.9813957214355,27.3621444702148,551732.400800126,551729.578871191,340252.46875,340251,1,0
"CP0324",550.870340065867,550.868469238281,550.871276855469,25.6732368469238,23.9813957214355,27.3621444702148,200870.712946255,200867.891017321,119947.953125,119947,1,0
"CP0330",560.839505385977,560.839294433594,560.840270996094,25.6732368469238,23.9813957214355,27.3621444702148,277932.038671299,277929.216742365,208365.578125,208365,1,0
"CP0337",576.876688756397,576.876037597656,576.876892089844,25.6732368469238,23.9813957214355,27.3621444702148,255608.901974525,255606.080045591,207044.875,207044,1,0
"CP0341",588.828366184289,588.825500488281,588.834533691406,26.2336883544922,23.9813957214355,27.3621444702148,163622.396872286,163619.574943352,109428.3125,109427,1,0
"CP0343",592.85446576285,592.853698730469,592.854919433594,26.2336883544922,23.9813957214355,27.3621444702148,283907.629167181,283904.807238246,183213.1875,183212,1,0
"CP0351",614.840444046915,614.839782714844,614.840637207031,26.2336883544922,23.9813957214355,27.3621444702148,557539.988418299,557537.166489364,423394.375,423393,1,0
"CP0356",629.817879277376,629.809814453125,629.818725585938,25.6732368469238,23.9813957214355,27.3621444702148,117617.862392589,117615.040463655,86749.796875,86749,1,0
"CP0361",647.856015608406,647.854705810547,647.858276367188,26.2336883544922,24.5432071685791,27.3621444702148,53560.6196670047,53558.3609070822,45782.908203125,45782,1,0
"CP0362",650.810729108936,650.8095703125,650.811462402344,26.2336883544922,24.5432071685791,27.3621444702148,104536.713952823,104534.455192901,59743.73828125,59743,1,0
"CP0363",661.830446621767,661.829223632812,661.832092285156,26.2336883544922,24.5432071685791,27.3621444702148,51440.7205401165,51438.4617801941,32926.3359375,32925,1,0
"CP0374",103.989297544088,103.989234924316,103.989379882812,26.2336883544922,23.9813957214355,28.5123805999756,140935.858123565,140931.887338509,66742.0078125,66741,1,0
"CP0376",116.986018261664,116.985893249512,116.986145019531,26.2336883544922,23.4071750640869,28.5123805999756,107133.139334179,107128.594095466,49150.37109375,49149,1,0
"CP0378",130.96607983586,130.965927124023,130.966247558594,26.2336883544922,23.9813957214355,28.5123805999756,104491.893997582,104487.923212526,41740.484375,41739,1,0
"CP0379",131.986652590745,131.986541748047,131.986755371094,26.2336883544922,23.4071750640869,28.5123805999756,160859.747094931,160855.201856218,68677.0390625,68676,1,0
"CP0380",148.956770093818,148.956695556641,148.956832885742,26.2336883544922,24.5432071685791,27.9404811859131,74489.5477661549,74486.7122995165,40785.03515625,40784,1,0
"CP0384",236.968456057499,236.968368530273,236.968521118164,25.6732368469238,23.4071750640869,27.9404811859131,1936514.93866718,1936510.96548619,981216.1875,981215,1,0
"CP0385",238.957144446531,238.95703125,238.957183837891,23.9813957214355,22.2437877655029,27.9404811859131,8543642.16085866,8543637.02488205,5773266.5,5773266,1,0
"CP0386",244.964124239168,244.96403503418,244.964233398438,26.2336883544922,23.9813957214355,27.9404811859131,2082640.65399757,2082637.25506204,1266687,1266686,1,0
"CP0387",245.965283242062,245.964736938477,245.966285705566,26.2336883544922,23.9813957214355,27.9404811859131,498223.015021168,498219.616085639,296154.3125,296153,1,0
"CP0388",246.953556654199,246.953262329102,246.953735351562,25.1053199768066,23.9813957214355,27.9404811859131,991491.859670507,991488.460734978,755428.625,755428,1,0
"CP0389",247.968685175851,247.968566894531,247.968780517578,24.5432071685791,19.9995784759521,28.5123805999756,2358452.49368021,2343827.64818277,756925.4375,191,1,0
"CP0390",252.945983102558,252.945922851562,252.946090698242,25.6732368469238,23.4071750640869,27.9404811859131,712750.340913431,712746.367732443,384947.75,384947,1,0
"CP0391",260.941598692776,260.941528320312,260.941680908203,26.2336883544922,24.5432071685791,27.9404811859131,117380.566152403,117377.730685764,62455.94140625,62455,1,0
"CP0392",262.930283237549,262.930114746094,262.930725097656,26.2336883544922,23.9813957214355,27.9404811859131,615357.83989186,615354.440956331,325382.65625,325382,1,0
